order_no,mem_no,order_date,channel_code,shop_code,product_code,sales_amt
2033,1000569,2020-08-06,3,36,505,43000
2034,1000125,2020-08-07,1,2,158,4000
2035,1000236,2020-08-07,1,8,644,98000
2036,1000347,2020-08-07,1,10,349,14000
2037,1000458,2020-08-07,1,22,455,21000
2038,1000569,2020-08-07,1,15,623,75000
2039,1000102,2020-08-08,1,1,91,18000
2040,1000125,2020-08-08,1,25,59,29000
2041,1000213,2020-08-08,2,3,158,4000
2042,1000236,2020-08-08,1,14,288,22300
2043,1000324,2020-08-08,1,8,558,4000
2044,1000347,2020-08-08,1,15,476,5000
2045,1000435,2020-08-08,2,38,370,14000
2046,1000458,2020-08-08,1,24,225,20000
2047,1000546,2020-08-08,1,6,91,18000
2048,1000102,2020-08-09,1,18,75,100000
2049,1000213,2020-08-09,1,2,565,7000
2050,1000324,2020-08-09,1,1,644,98000
2051,1000435,2020-08-09,1,9,112,5000
2052,1000546,2020-08-09,1,33,370,14000
2053,1000102,2020-08-10,1,31,615,405000
2054,1000124,2020-08-10,1,13,152,3000
2055,1000213,2020-08-10,1,5,283,9000
2056,1000235,2020-08-10,1,3,370,14000
2057,1000324,2020-08-10,1,19,109,4000
2058,1000346,2020-08-10,1,7,370,14000
2059,1000435,2020-08-10,1,7,146,2000
2060,1000457,2020-08-10,1,34,629,155000
2061,1000568,2020-08-10,1,35,144,48000
2062,1000124,2020-08-11,1,4,357,19000
2063,1000235,2020-08-11,1,28,177,13000
2064,1000346,2020-08-11,1,11,306,52700
2065,1000457,2020-08-11,1,21,558,4000
2066,1000568,2020-08-11,1,13,523,7000
2067,1000124,2020-08-12,1,15,438,5000
2068,1000235,2020-08-12,1,13,410,34000
2069,1000346,2020-08-12,1,14,304,26900
2070,1000457,2020-08-12,1,22,606,5400
2071,1000103,2020-08-13,1,33,527,8000
2072,1000214,2020-08-13,1,3,505,43000
2073,1000325,2020-08-13,1,21,370,14000
2074,1000436,2020-08-13,4,39,352,12000
2075,1000547,2020-08-13,1,7,518,5000
2076,1000103,2020-08-14,1,19,370,14000
2077,1000123,2020-08-14,1,12,533,13000
2078,1000214,2020-08-14,1,21,565,7000
2079,1000234,2020-08-14,1,2,151,3000
2080,1000325,2020-08-14,1,3,370,14000
2081,1000345,2020-08-14,1,5,561,5000
2082,1000436,2020-08-14,1,10,565,7000
2083,1000456,2020-08-14,1,33,558,4000
2084,1000547,2020-08-14,1,32,614,289000
2085,1000567,2020-08-14,1,31,158,4000
2086,1000103,2020-08-15,1,22,532,12000
2087,1000123,2020-08-15,1,25,158,4000
2088,1000214,2020-08-15,1,35,644,98000
2089,1000234,2020-08-15,1,9,177,13000
2090,1000325,2020-08-15,1,32,110,4000
2091,1000345,2020-08-15,1,12,170,8000
2092,1000436,2020-08-15,1,26,396,8000
2093,1000456,2020-08-15,1,20,455,21000
2094,1000567,2020-08-15,1,14,561,5000
2095,1000123,2020-08-16,1,14,347,12000
2096,1000234,2020-08-16,2,8,31,17000
2097,1000345,2020-08-16,1,13,576,14000
2098,1000456,2020-08-16,1,21,265,20700
2099,1000104,2020-08-18,1,12,370,14000
2100,1000122,2020-08-18,1,23,89,12000
2101,1000215,2020-08-18,1,33,75,100000
2102,1000233,2020-08-18,1,3,455,21000
2103,1000326,2020-08-18,1,22,200,3000
2104,1000344,2020-08-18,1,4,603,2700
2105,1000437,2020-08-18,1,7,370,14000
2106,1000455,2020-08-18,1,32,523,7000
2107,1000548,2020-08-18,1,20,361,28000
2108,1000566,2020-08-18,1,28,623,75000
2109,1000104,2020-08-19,1,2,561,5000
2110,1000122,2020-08-19,1,1,561,5000
2111,1000215,2020-08-19,1,20,623,75000
2112,1000233,2020-08-19,1,7,352,12000
2113,1000326,2020-08-19,1,2,370,14000
2114,1000344,2020-08-19,1,13,353,14000
2115,1000437,2020-08-19,1,11,455,21000
2116,1000455,2020-08-19,1,5,145,2000
2117,1000548,2020-08-19,1,1,561,5000
2118,1000566,2020-08-19,1,10,623,75000
2119,1000104,2020-08-20,1,10,541,24000
2120,1000122,2020-08-20,1,17,73,83000
2121,1000215,2020-08-20,1,10,601,2000
2122,1000233,2020-08-20,1,9,190,35000
2123,1000326,2020-08-20,1,33,237,39000
2124,1000344,2020-08-20,1,11,633,267000
2125,1000437,2020-08-20,1,6,173,11000
2126,1000455,2020-08-20,1,32,636,321000
2127,1000121,2020-08-22,1,19,357,19000
2128,1000232,2020-08-22,1,27,558,4000
2129,1000343,2020-08-22,1,2,527,8000
2130,1000454,2020-08-22,1,30,643,70000
2131,1000565,2020-08-22,1,30,561,5000
2132,1000105,2020-08-23,1,24,533,13000
2133,1000121,2020-08-23,1,23,455,21000
2134,1000216,2020-08-23,1,10,370,14000
2135,1000232,2020-08-23,1,26,352,12000
2136,1000327,2020-08-23,1,29,349,14000
2137,1000343,2020-08-23,1,9,561,5000
2138,1000438,2020-08-23,4,40,457,31000
2139,1000454,2020-08-23,1,19,637,385000
2140,1000549,2020-08-23,1,9,623,75000
2141,1000565,2020-08-23,1,6,523,7000
2142,1000105,2020-08-24,1,19,91,18000
2143,1000121,2020-08-24,1,16,101,92000
2144,1000216,2020-08-24,1,1,623,75000
2145,1000232,2020-08-24,1,11,361,28000
2146,1000327,2020-08-24,1,3,357,19000
2147,1000343,2020-08-24,1,12,14,23000
2148,1000438,2020-08-24,1,9,518,5000
2149,1000454,2020-08-24,1,17,469,3000
2150,1000549,2020-08-24,1,20,370,14000
2151,1000105,2020-08-25,1,35,515,4000
2152,1000106,2020-08-25,1,35,515,4000
2153,1000216,2020-08-25,2,37,213,8000
2154,1000327,2020-08-25,2,38,560,5000
2155,1000438,2020-08-25,1,27,465,77000
2156,1000120,2020-08-26,1,11,505,43000
2157,1000231,2020-08-26,1,1,370,14000
2158,1000342,2020-08-26,1,1,370,14000
2159,1000453,2020-08-26,1,31,629,155000
2160,1000564,2020-08-26,1,26,144,48000
2161,1000120,2020-08-27,1,24,561,5000
2162,1000231,2020-08-27,1,8,370,14000
2163,1000342,2020-08-27,1,8,561,5000
2164,1000453,2020-08-27,1,4,352,12000
2165,1000564,2020-08-27,1,7,361,28000
2166,1000105,2020-08-28,2,2,370,14000
2167,1000106,2020-08-28,2,2,370,14000
2168,1000120,2020-08-28,1,20,498,22000
2169,1000217,2020-08-28,1,35,370,14000
2170,1000231,2020-08-28,1,10,417,50000
2171,1000328,2020-08-28,1,24,523,7000
2172,1000342,2020-08-28,1,9,644,98000
2173,1000439,2020-08-28,1,5,177,13000
2174,1000453,2020-08-28,1,18,618,36000
2175,1000550,2020-08-28,1,10,112,5000
2176,1000106,2020-08-29,1,10,91,18000
2177,1000217,2020-08-29,1,35,639,462000
2178,1000328,2020-08-29,1,4,357,19000
2179,1000439,2020-08-29,1,4,614,289000
2180,1000550,2020-08-29,1,34,145,2000
2181,1000106,2020-08-30,1,35,63,50000
2182,1000119,2020-08-30,1,11,306,52700
2183,1000217,2020-08-30,1,6,140,36000
2184,1000230,2020-08-30,1,4,600,1400
2185,1000328,2020-08-30,2,37,402,14000
2186,1000341,2020-08-30,1,34,349,14000
2187,1000439,2020-08-30,1,28,306,52700
2188,1000452,2020-08-30,1,3,357,19000
2189,1000563,2020-08-30,1,29,370,14000
2190,1000119,2020-08-31,1,3,455,21000
2191,1000230,2020-08-31,1,27,370,14000
2192,1000341,2020-08-31,1,9,370,14000
2193,1000452,2020-08-31,1,3,623,75000
2194,1000563,2020-08-31,1,5,644,98000
2195,1000119,2020-09-01,1,12,304,26900
2196,1000230,2020-09-01,1,8,199,3000
2197,1000341,2020-09-01,1,7,386,25000
2198,1000452,2020-09-01,1,31,314,3000
2199,1000107,2020-09-02,1,16,89,12000
2200,1000218,2020-09-02,1,34,527,8000
2201,1000329,2020-09-02,1,7,91,18000
2202,1000440,2020-09-02,1,10,565,7000
2203,1000551,2020-09-02,1,12,614,289000
2204,1000107,2020-09-03,1,15,145,2000
2205,1000118,2020-09-03,1,1,505,43000
2206,1000218,2020-09-03,1,3,494,17000
2207,1000229,2020-09-03,1,4,91,18000
2208,1000329,2020-09-03,2,38,643,70000
2209,1000340,2020-09-03,1,33,170,8000
2210,1000440,2020-09-03,1,1,629,155000
2211,1000451,2020-09-03,1,29,565,7000
2212,1000551,2020-09-03,2,37,357,19000
2213,1000562,2020-09-03,1,25,629,155000
2214,1000107,2020-09-04,1,4,264,14800
2215,1000118,2020-09-04,1,20,91,18000
2216,1000218,2020-09-04,1,1,617,30000
2217,1000229,2020-09-04,2,25,487,9000
2218,1000329,2020-09-04,1,20,62,41000
2219,1000340,2020-09-04,1,10,370,14000
2220,1000440,2020-09-04,1,8,534,15000
2221,1000451,2020-09-04,1,18,392,40000
2222,1000562,2020-09-04,1,8,558,4000
2223,1000118,2020-09-05,1,10,599,1000
2224,1000229,2020-09-05,1,6,99,64000
2225,1000340,2020-09-05,1,23,106,3000
2226,1000451,2020-09-05,1,19,21,37000
2227,1000108,2020-09-07,1,3,170,8000
2228,1000117,2020-09-07,1,35,644,98000
2229,1000219,2020-09-07,1,23,600,1400
2230,1000228,2020-09-07,1,7,370,14000
2231,1000330,2020-09-07,1,25,170,8000
2232,1000339,2020-09-07,1,32,145,2000
2233,1000441,2020-09-07,1,2,177,13000
2234,1000450,2020-09-07,1,2,361,28000
2235,1000552,2020-09-07,1,15,357,19000
2236,1000561,2020-09-07,1,24,91,18000
2237,1000108,2020-09-08,1,21,370,14000
2238,1000117,2020-09-08,1,4,370,14000
2239,1000219,2020-09-08,1,22,494,17000
2240,1000228,2020-09-08,2,6,487,9000
2241,1000330,2020-09-08,1,6,136,27000
2242,1000339,2020-09-08,1,11,614,289000
2243,1000441,2020-09-08,1,12,353,14000
2244,1000450,2020-09-08,1,17,534,15000
2245,1000552,2020-09-08,1,35,177,13000
2246,1000561,2020-09-08,1,9,637,385000
2247,1000108,2020-09-09,1,5,10,16000
2248,1000117,2020-09-09,1,13,360,26000
2249,1000219,2020-09-09,1,1,58,24000
2250,1000228,2020-09-09,1,4,599,1000
2251,1000330,2020-09-09,1,10,152,3000
2252,1000339,2020-09-09,1,5,550,42000
2253,1000441,2020-09-09,1,9,191,38000
2254,1000450,2020-09-09,1,20,357,19000
2255,1000116,2020-09-11,1,10,145,2000
2256,1000227,2020-09-11,1,18,595,43000
2257,1000338,2020-09-11,1,31,614,289000
2258,1000449,2020-09-11,1,4,558,4000
2259,1000560,2020-09-11,1,23,558,4000
2260,1000109,2020-09-12,1,5,494,17000
2261,1000116,2020-09-12,1,19,457,31000
2262,1000220,2020-09-12,1,17,639,462000
2263,1000227,2020-09-12,1,5,361,28000
2264,1000331,2020-09-12,1,26,603,2700
2265,1000338,2020-09-12,1,10,614,289000
2266,1000442,2020-09-12,1,25,561,5000
2267,1000449,2020-09-12,1,4,455,21000
2268,1000553,2020-09-12,1,16,629,155000
2269,1000560,2020-09-12,1,2,629,155000
2270,1000109,2020-09-13,1,26,518,5000
2271,1000116,2020-09-13,1,1,132,24000
2272,1000220,2020-09-13,1,23,62,41000
2273,1000227,2020-09-13,1,3,575,13000
2274,1000331,2020-09-13,1,5,534,15000
2275,1000338,2020-09-13,1,4,433,3000
2276,1000442,2020-09-13,1,13,603,2700
2277,1000449,2020-09-13,1,16,590,33000
2278,1000553,2020-09-13,1,1,623,75000
2279,1000109,2020-09-14,1,3,375,17000
2280,1000220,2020-09-14,2,38,117,9000
2281,1000331,2020-09-14,1,1,303,19200
2282,1000442,2020-09-14,1,29,141,39000
2283,1000115,2020-09-15,1,26,370,14000
2284,1000226,2020-09-15,2,38,75,100000
2285,1000337,2020-09-15,1,20,91,18000
2286,1000448,2020-09-15,1,27,637,385000
2287,1000559,2020-09-15,1,21,518,5000
2288,1000115,2020-09-16,1,22,151,3000
2289,1000226,2020-09-16,1,24,361,28000
2290,1000337,2020-09-16,1,7,200,3000
2291,1000448,2020-09-16,1,16,614,289000
2292,1000559,2020-09-16,1,3,561,5000
2293,1000110,2020-09-17,1,4,565,7000
2294,1000115,2020-09-17,1,21,557,4000
2295,1000221,2020-09-17,1,16,361,28000
2296,1000226,2020-09-17,1,11,303,19200
2297,1000332,2020-09-17,1,27,200,3000
2298,1000337,2020-09-17,1,16,39,25000
2299,1000443,2020-09-17,1,24,177,13000
2300,1000448,2020-09-17,1,15,520,6000
2301,1000554,2020-09-17,1,17,361,28000
2302,1000110,2020-09-18,1,20,455,21000
2303,1000221,2020-09-18,1,4,62,41000
2304,1000332,2020-09-18,1,7,170,8000
2305,1000443,2020-09-18,1,14,565,7000
2306,1000554,2020-09-18,1,3,561,5000
2307,1000110,2020-09-19,1,4,86,9000
2308,1000111,2020-09-19,1,4,86,9000
2309,1000114,2020-09-19,1,27,357,19000
2310,1000221,2020-09-19,1,9,362,31000
2311,1000225,2020-09-19,2,37,644,98000
2312,1000332,2020-09-19,1,21,466,92000
2313,1000336,2020-09-19,1,30,533,13000
2314,1000443,2020-09-19,1,11,538,18000
2315,1000447,2020-09-19,1,28,370,14000
2316,1000558,2020-09-19,1,21,558,4000
2317,1000114,2020-09-20,1,4,151,3000
2318,1000225,2020-09-20,1,8,353,14000
2319,1000336,2020-09-20,1,8,200,3000
2320,1000447,2020-09-20,1,15,144,48000
2321,1000558,2020-09-20,1,4,152,3000
2322,1000114,2020-09-21,1,22,1,10000
2323,1000225,2020-09-21,1,5,229,24000
2324,1000336,2020-09-21,1,22,43,33000
2325,1000447,2020-09-21,1,30,382,23000
2326,1000110,2020-09-22,1,16,560,5000
2327,1000111,2020-09-22,1,16,560,5000
2328,1000222,2020-09-22,1,1,595,43000
2329,1000333,2020-09-22,1,28,370,14000
2330,1000444,2020-09-22,2,37,370,14000
2331,1000555,2020-09-22,1,18,62,41000
2332,1000111,2020-09-23,2,38,370,14000
2333,1000113,2020-09-23,1,9,136,27000
2334,1000222,2020-09-23,1,6,514,4000
2335,1000224,2020-09-23,1,24,518,5000
2336,1000333,2020-09-23,1,4,534,15000
2337,1000335,2020-09-23,1,16,352,12000
2338,1000444,2020-09-23,1,4,349,14000
2339,1000446,2020-09-23,4,39,89,12000
2340,1000555,2020-09-23,1,4,637,385000
2341,1000557,2020-09-23,1,22,370,14000
2342,1000111,2020-09-24,1,7,215,9000
2343,1000113,2020-09-24,1,10,370,14000
2344,1000222,2020-09-24,1,7,423,69000
2345,1000224,2020-09-24,1,24,170,8000
2346,1000333,2020-09-24,1,4,83,7000
2347,1000335,2020-09-24,1,6,170,8000
2348,1000444,2020-09-24,1,13,12,19000
2349,1000446,2020-09-24,1,8,370,14000
2350,1000557,2020-09-24,1,2,370,14000
2351,1000113,2020-09-25,1,6,273,3600
2352,1000224,2020-09-25,1,2,121,10000
2353,1000335,2020-09-25,1,2,219,13000
2354,1000446,2020-09-25,1,14,19,31000
2355,1000112,2020-09-27,1,8,349,14000
2356,1000223,2020-09-27,1,15,62,41000
2357,1000334,2020-09-27,1,29,505,43000
2358,1000445,2020-09-27,1,26,494,17000
2359,1000556,2020-09-27,1,14,523,7000
2360,1000112,2020-09-28,2,37,455,21000
2361,1000223,2020-09-28,1,10,518,5000
2362,1000334,2020-09-28,1,5,136,27000
2363,1000445,2020-09-28,1,7,370,14000
2364,1000556,2020-09-28,1,1,158,4000
2365,1000112,2020-09-29,1,35,630,186000
2366,1000223,2020-09-29,1,8,628,129000
2367,1000334,2020-09-29,1,1,47,44000
2368,1000445,2020-09-29,1,12,124,14000
2369,1001206,2021-04-30,1,7,614,289000
2370,1001203,2021-05-01,1,23,349,14000
2371,1001191,2021-05-02,3,36,560,5000
2372,1001192,2021-05-02,1,5,560,5000
2373,1001193,2021-05-02,1,35,523,7000
2374,1001194,2021-05-02,2,37,158,4000
2375,1001195,2021-05-02,2,6,158,4000
2376,1001196,2021-05-02,2,17,158,4000
2377,1001197,2021-05-02,1,12,518,5000
2378,1001198,2021-05-02,1,22,306,52700
2379,1001200,2021-05-02,1,7,158,4000
2380,1001201,2021-05-02,1,28,370,14000
2381,1001202,2021-05-02,1,10,580,15000
2382,1001204,2021-05-02,1,33,490,13000
2383,1001205,2021-05-02,1,32,66,59000
2384,1001188,2021-05-03,1,34,518,5000
2385,1001189,2021-05-03,1,34,370,14000
2386,1001190,2021-05-03,1,4,523,7000
2387,1001191,2021-05-03,1,14,362,31000
2388,1001192,2021-05-03,1,14,193,46000
2389,1001193,2021-05-03,1,25,379,20000
2390,1001194,2021-05-03,1,26,561,5000
2391,1001195,2021-05-03,1,27,530,11000
2392,1001196,2021-05-03,1,30,631,223000
2393,1001198,2021-05-03,1,29,461,53000
2394,1001199,2021-05-03,1,6,79,3000
2395,1001200,2021-05-03,1,31,108,4000
2396,1001201,2021-05-03,1,18,316,3600
2397,1001202,2021-05-03,1,17,92,21000
2398,1001188,2021-05-04,1,23,357,19000
2399,1001189,2021-05-04,1,22,523,7000
2400,1001190,2021-05-04,1,10,415,41000
2401,1001185,2021-05-05,2,37,565,7000
2402,1001186,2021-05-05,1,3,518,5000
2403,1001187,2021-05-05,1,3,62,41000
2404,1001176,2021-05-06,1,5,361,28000
2405,1001177,2021-05-06,1,29,357,19000
2406,1001178,2021-05-06,1,1,533,13000
2407,1001179,2021-05-06,1,24,523,7000
2408,1001180,2021-05-06,1,28,62,41000
2409,1001181,2021-05-06,1,20,144,48000
2410,1001182,2021-05-06,1,32,533,13000
2411,1001183,2021-05-06,1,2,370,14000
2412,1001184,2021-05-06,1,33,370,14000
2413,1001185,2021-05-06,1,18,586,27000
2414,1001186,2021-05-06,1,17,161,6000
2415,1001187,2021-05-06,1,21,247,58000
2416,1001176,2021-05-07,1,1,502,33000
2417,1001177,2021-05-07,1,12,640,555000
2418,1001178,2021-05-07,1,13,584,22000
2419,1001179,2021-05-07,1,14,130,20000
2420,1001180,2021-05-07,1,11,137,30000
2421,1001181,2021-05-07,1,16,9,14000
2422,1001182,2021-05-07,1,15,113,6000
2423,1001183,2021-05-07,1,10,218,11000
2424,1001184,2021-05-07,1,12,225,20000
2425,1001161,2021-05-10,1,35,177,13000
2426,1001162,2021-05-10,1,28,561,5000
2427,1001163,2021-05-10,1,10,145,2000
2428,1001164,2021-05-10,2,37,349,14000
2429,1001165,2021-05-10,1,28,349,14000
2430,1001166,2021-05-10,1,29,136,27000
2431,1001167,2021-05-10,2,38,136,27000
2432,1001168,2021-05-10,1,30,91,18000
2433,1001169,2021-05-10,1,4,91,18000
2434,1001170,2021-05-10,2,38,565,7000
2435,1001171,2021-05-10,1,4,170,8000
2436,1001172,2021-05-10,1,11,505,43000
2437,1001173,2021-05-10,1,3,306,52700
2438,1001174,2021-05-10,1,31,306,52700
2439,1001175,2021-05-10,1,18,144,48000
2440,1001161,2021-05-11,1,10,224,18000
2441,1001162,2021-05-11,1,28,53,12000
2442,1001163,2021-05-11,1,3,533,13000
2443,1001164,2021-05-11,1,6,278,5200
2444,1001165,2021-05-11,1,34,573,11000
2445,1001166,2021-05-11,1,2,571,10000
2446,1001167,2021-05-11,1,4,286,15500
2447,1001168,2021-05-11,1,5,449,15000
2448,1001169,2021-05-11,1,7,422,58000
2449,1001170,2021-05-11,1,9,30,15000
2450,1001171,2021-05-11,1,7,44,36000
2451,1001172,2021-05-11,1,8,406,29000
2452,1001173,2021-05-11,1,9,14,23000
2453,1001174,2021-05-11,1,10,146,2000
2454,1001175,2021-05-11,1,8,259,5400
2455,1001152,2021-05-14,1,25,494,17000
2456,1001153,2021-05-14,1,23,170,8000
2457,1001154,2021-05-14,1,32,353,14000
2458,1001155,2021-05-14,1,24,565,7000
2459,1001156,2021-05-14,1,34,494,17000
2460,1001157,2021-05-14,1,33,565,7000
2461,1001158,2021-05-14,1,27,89,12000
2462,1001159,2021-05-14,1,7,89,12000
2463,1001160,2021-05-14,1,26,177,13000
2464,1001149,2021-05-15,1,15,560,5000
2465,1001150,2021-05-15,2,31,370,14000
2466,1001151,2021-05-15,2,22,370,14000
2467,1001152,2021-05-15,1,29,32,19000
2468,1001153,2021-05-15,1,29,104,132000
2469,1001154,2021-05-15,1,32,534,15000
2470,1001155,2021-05-15,1,5,503,36000
2471,1001156,2021-05-15,1,35,342,51900
2472,1001157,2021-05-15,1,34,555,3000
2473,1001158,2021-05-15,1,33,272,3000
2474,1001159,2021-05-15,1,1,213,8000
2475,1001160,2021-05-15,1,4,603,2700
2476,1001149,2021-05-16,1,24,532,12000
2477,1001150,2021-05-16,1,27,467,110000
2478,1001151,2021-05-16,1,4,256,2700
2479,1001137,2021-05-18,1,16,170,8000
2480,1001138,2021-05-18,1,19,89,12000
2481,1001139,2021-05-18,1,18,352,12000
2482,1001140,2021-05-18,1,27,352,12000
2483,1001141,2021-05-18,1,13,392,40000
2484,1001142,2021-05-18,1,28,89,12000
2485,1001143,2021-05-18,1,19,158,4000
2486,1001144,2021-05-18,1,20,370,14000
2487,1001145,2021-05-18,1,30,152,3000
2488,1001146,2021-05-18,1,20,527,8000
2489,1001147,2021-05-18,1,29,527,8000
2490,1001148,2021-05-18,1,21,152,3000
2491,1001134,2021-05-19,1,26,370,14000
2492,1001135,2021-05-19,1,25,170,8000
2493,1001136,2021-05-19,1,17,370,14000
2494,1001137,2021-05-19,1,1,80,4000
2495,1001138,2021-05-19,1,16,25,50000
2496,1001139,2021-05-19,1,18,388,27000
2497,1001140,2021-05-19,1,17,55,14000
2498,1001141,2021-05-19,1,20,417,50000
2499,1001142,2021-05-19,1,19,489,11000
2500,1001143,2021-05-19,1,21,165,7000
2501,1001144,2021-05-19,1,23,112,5000
2502,1001145,2021-05-19,1,22,448,12000
2503,1001146,2021-05-19,1,2,582,18000
2504,1001147,2021-05-19,1,25,168,8000
2505,1001148,2021-05-19,1,26,160,5000
2506,1001130,2021-05-20,1,12,629,155000
2507,1001131,2021-05-20,1,23,565,7000
2508,1001132,2021-05-20,1,15,91,18000
2509,1001133,2021-05-20,1,24,152,3000
2510,1001134,2021-05-20,1,15,543,26000
2511,1001135,2021-05-20,1,33,241,43000
2512,1001136,2021-05-20,1,14,281,7500
2513,1001127,2021-05-21,1,14,565,7000
2514,1001128,2021-05-21,1,22,170,8000
2515,1001129,2021-05-21,1,21,629,155000
2516,1001130,2021-05-21,1,29,329,12800
2517,1001131,2021-05-21,1,30,258,3800
2518,1001132,2021-05-21,1,31,252,2000
2519,1001133,2021-05-21,1,32,507,2000
2520,1001116,2021-05-22,1,3,487,9000
2521,1001117,2021-05-22,1,17,527,8000
2522,1001118,2021-05-22,1,8,527,8000
2523,1001119,2021-05-22,1,7,560,5000
2524,1001120,2021-05-22,1,9,643,70000
2525,1001121,2021-05-22,1,16,560,5000
2526,1001122,2021-05-22,1,10,505,43000
2527,1001123,2021-05-22,1,19,505,43000
2528,1001124,2021-05-22,1,20,158,4000
2529,1001125,2021-05-22,1,11,158,4000
2530,1001126,2021-05-22,1,13,353,14000
2531,1001127,2021-05-22,1,27,506,48000
2532,1001128,2021-05-22,1,12,309,1400
2533,1001129,2021-05-22,1,28,57,20000
2534,1001113,2021-05-23,1,15,62,41000
2535,1001114,2021-05-23,1,14,370,14000
2536,1001115,2021-05-23,1,18,172,10000
2537,1001116,2021-05-23,1,22,437,4000
2538,1001117,2021-05-23,1,3,537,16000
2539,1001118,2021-05-23,1,2,604,3800
2540,1001119,2021-05-23,1,5,137,30000
2541,1001120,2021-05-23,1,6,200,3000
2542,1001121,2021-05-23,1,23,486,9000
2543,1001122,2021-05-23,1,24,390,33000
2544,1001123,2021-05-23,1,25,628,129000
2545,1001124,2021-05-23,1,9,512,3000
2546,1001125,2021-05-23,1,11,443,9000
2547,1001126,2021-05-23,1,26,159,5000
2548,1001113,2021-05-24,1,9,210,6000
2549,1001114,2021-05-24,1,20,236,36000
2550,1001115,2021-05-24,1,21,61,34000
2551,1001112,2021-05-25,1,4,614,289000
2552,1001104,2021-05-26,1,10,370,14000
2553,1001105,2021-05-26,1,11,565,7000
2554,1001106,2021-05-26,2,38,158,4000
2555,1001107,2021-05-26,1,5,370,14000
2556,1001108,2021-05-26,1,13,614,289000
2557,1001109,2021-05-26,1,3,306,52700
2558,1001110,2021-05-26,1,12,306,52700
2559,1001111,2021-05-26,1,6,62,41000
2560,1001112,2021-05-26,1,7,30,15000
2561,1001104,2021-05-27,1,18,646,237000
2562,1001105,2021-05-27,1,3,618,36000
2563,1001106,2021-05-27,1,4,81,5000
2564,1001107,2021-05-27,1,19,309,1400
2565,1001108,2021-05-27,1,5,90,15000
2566,1001109,2021-05-27,1,4,616,567000
2567,1001110,2021-05-27,1,5,329,12800
2568,1001111,2021-05-27,1,23,115,7000
2569,1001095,2021-05-30,1,8,561,5000
2570,1001096,2021-05-30,1,7,558,4000
2571,1001097,2021-05-30,1,9,370,14000
2572,1001098,2021-05-30,1,13,370,14000
2573,1001099,2021-05-30,1,6,200,3000
2574,1001100,2021-05-30,1,1,200,3000
2575,1001101,2021-05-30,2,37,565,7000
2576,1001102,2021-05-30,1,2,565,7000
2577,1001103,2021-05-30,1,1,370,14000
2578,1001095,2021-05-31,1,13,262,7500
2579,1001096,2021-05-31,1,14,100,77000
2580,1001097,2021-05-31,1,4,330,15400
2581,1001098,2021-05-31,1,7,142,43000
2582,1001099,2021-05-31,1,8,17,26000
2583,1001100,2021-05-31,1,15,402,14000
2584,1001101,2021-05-31,1,16,1,10000
2585,1001102,2021-05-31,1,4,582,18000
2586,1001103,2021-05-31,1,17,410,34000
2587,1001087,2021-06-03,1,3,370,14000
2588,1001088,2021-06-03,1,9,158,4000
2589,1001089,2021-06-03,1,5,158,4000
2590,1001090,2021-06-03,1,10,200,3000
2591,1001091,2021-06-03,1,6,200,3000
2592,1001092,2021-06-03,1,30,352,12000
2593,1001093,2021-06-03,1,12,561,5000
2594,1001094,2021-06-03,1,11,558,4000
2595,1001086,2021-06-04,1,4,629,155000
2596,1001087,2021-06-04,1,1,186,24000
2597,1001088,2021-06-04,1,9,547,35000
2598,1001089,2021-06-04,1,10,341,47200
2599,1001090,2021-06-04,1,11,440,7000
2600,1001091,2021-06-04,1,9,504,39000
2601,1001092,2021-06-04,1,4,168,8000
2602,1001093,2021-06-04,1,1,616,567000
2603,1001094,2021-06-04,1,12,23,45000
2604,1001086,2021-06-05,1,12,37,23000
2605,1001075,2021-06-07,1,4,603,2700
2606,1001076,2021-06-07,1,3,603,2700
2607,1001077,2021-06-07,1,3,580,15000
2608,1001078,2021-06-07,1,4,580,15000
2609,1001079,2021-06-07,1,5,639,462000
2610,1001080,2021-06-07,1,1,639,462000
2611,1001081,2021-06-07,1,2,560,5000
2612,1001082,2021-06-07,1,6,560,5000
2613,1001083,2021-06-07,1,8,629,155000
2614,1001084,2021-06-07,1,7,370,14000
2615,1001085,2021-06-07,1,3,370,14000
2616,1001072,2021-06-08,1,34,580,15000
2617,1001073,2021-06-08,2,38,370,14000
2618,1001074,2021-06-08,1,2,370,14000
2619,1001075,2021-06-08,1,3,523,7000
2620,1001076,2021-06-08,1,2,427,100000
2621,1001077,2021-06-08,1,1,512,3000
2622,1001078,2021-06-08,1,3,540,22000
2623,1001079,2021-06-08,1,4,307,1000
2624,1001080,2021-06-08,1,2,56,17000
2625,1001081,2021-06-08,1,5,189,32000
2626,1001082,2021-06-08,1,6,457,31000
2627,1001083,2021-06-08,1,7,597,52000
2628,1001084,2021-06-08,1,8,545,29000
2629,1001085,2021-06-08,1,31,79,3000
2630,1001068,2021-06-09,1,35,637,385000
2631,1001069,2021-06-09,2,37,523,7000
2632,1001070,2021-06-09,1,1,523,7000
2633,1001071,2021-06-09,1,5,457,31000
2634,1001072,2021-06-09,1,8,224,18000
2635,1001073,2021-06-09,1,23,10,16000
2636,1001074,2021-06-09,1,3,171,9000
2637,1001068,2021-06-10,1,2,332,18500
2638,1001069,2021-06-10,1,5,140,36000
2639,1001070,2021-06-10,1,6,188,29000
