order_no,mem_no,order_date,store_cd
2005320,1002600,2021-10-15,2006
2005321,1002605,2021-10-15,2005
2005322,1002608,2021-10-15,2005
2005323,1002618,2021-10-15,2002
2005324,1002656,2021-10-15,2011
2005325,1001896,2021-10-16,2013
2005326,1002116,2021-10-16,2007
2005327,1002590,2021-10-16,2001
2005328,1002567,2021-10-17,2008
2005329,1002606,2021-10-17,2015
2005330,1002628,2021-10-17,2007
2005331,1002660,2021-10-17,2007
2005332,1002666,2021-10-17,2014
2005333,1002228,2021-10-18,2001
2005335,1002006,2021-10-19,2008
2005336,1002609,2021-10-19,2010
2005337,1002619,2021-10-19,2012
2005338,1002643,2021-10-19,2006
2005339,1002648,2021-10-19,2005
2005340,1002651,2021-10-19,2005
2005341,1002661,2021-10-19,2002
2005343,1001897,2021-10-20,2011
2005344,1002118,2021-10-20,2006
2005345,1002591,2021-10-20,2001
2005346,1002633,2021-10-20,2001
2005347,1002574,2021-10-21,2005
2005348,1002649,2021-10-21,2015
2005349,1002671,2021-10-21,2007
2005350,1002596,2021-10-22,2011
2005351,1002624,2021-10-22,2001
2005352,1002652,2021-10-23,2010
2005353,1002662,2021-10-23,2012
2005354,1002614,2021-10-24,2014
2005355,1002634,2021-10-24,2001
2005356,1002592,2021-10-25,2010
2005357,1002572,2021-10-26,2006
2005358,1002577,2021-10-26,2005
2005359,1002615,2021-10-26,2008
2005360,1002639,2021-10-26,2011
2005361,1002667,2021-10-26,2001
2005362,1002587,2021-10-27,2006
2005363,1002578,2021-10-28,2014
2005364,1002657,2021-10-28,2014
2005365,1002635,2021-10-29,2010
2005366,1002582,2021-10-30,2005
2005367,1002593,2021-10-30,2011
2005368,1002622,2021-10-30,2005
2005369,1002658,2021-10-30,2008
2005370,1002630,2021-10-31,2006
2005371,1002581,2021-11-01,2015
2005372,1002597,2021-11-01,2007
2005373,1002579,2021-11-03,2015
2005374,1002583,2021-11-03,2010
2005375,1002588,2021-11-03,2005
2005376,1002598,2021-11-03,2002
2005377,1002636,2021-11-03,2011
2005378,1002665,2021-11-03,2005
2005379,1002620,2021-11-04,2006
2005380,1002625,2021-11-04,2005
2005381,1002586,2021-11-05,2015
2005382,1002626,2021-11-06,2014
2005383,1002589,2021-11-07,2010
2005384,1002599,2021-11-07,2012
2005385,1002631,2021-11-07,2005
2005386,1002663,2021-11-08,2006
2005387,1002668,2021-11-08,2005
2005388,1002584,2021-11-09,2001
2005389,1002629,2021-11-09,2015
2005390,1002669,2021-11-10,2014
2005391,1002632,2021-11-11,2010
2005392,1002594,2021-11-12,2014
2005393,1002627,2021-11-12,2015
2005394,1002595,2021-11-14,2008
2005395,1002637,2021-11-16,2014
2005396,1002670,2021-11-16,2015
2005397,1002638,2021-11-18,2008
2005398,1001582,2021-01-11,2003
2005400,1001583,2021-01-13,2003
2005401,1001581,2021-01-14,2008
2005402,1001579,2021-01-16,2011
2005403,1001578,2021-01-17,2001
2005404,1001580,2021-01-18,2006
2005406,1001575,2021-01-21,2014
2005408,1001576,2021-01-23,2005
2005409,1001574,2021-01-24,2011
2005410,1001577,2021-01-24,2005
2005414,1001565,2021-01-27,2007
2005415,1001572,2021-01-27,2015
2005416,1001573,2021-01-27,2010
2005419,1001563,2021-01-28,2011
2005420,1001564,2021-01-28,2005
2005421,1001560,2021-01-29,2006
2005423,1001569,2021-01-29,2015
2005424,1001570,2021-01-29,2014
2005425,1001571,2021-01-29,2010
2005429,1001566,2021-01-30,2005
2005430,1001568,2021-01-31,2001
2005433,1001559,2021-02-01,2010
2005434,1001561,2021-02-01,2014
2005435,1001562,2021-02-01,2015
2005441,1001556,2021-02-03,2014
2005442,1001557,2021-02-03,2014
2005446,1001553,2021-02-04,2014
2005457,1001558,2021-02-07,2014
2005462,1001536,2021-02-08,2014
2005463,1001537,2021-02-08,2014
2005464,1001542,2021-02-08,2011
2005468,1001533,2021-02-09,2014
2005469,1001534,2021-02-09,2014
2005470,1001554,2021-02-09,2014
2005471,1001555,2021-02-09,2014
2005476,1001528,2021-02-10,2015
2005477,1001530,2021-02-10,2014
2005478,1001531,2021-02-10,2014
2005483,1001523,2021-02-11,2009
2005484,1001527,2021-02-11,2009
2005490,1001567,2021-02-11,2006
2005498,1001543,2021-02-12,2011
2005499,1001548,2021-02-12,2011
2005503,1001525,2021-02-13,2004
2005504,1001526,2021-02-13,2015
2005505,1001545,2021-02-13,2011
2005506,1001584,2021-05-12,2009
2005507,1001585,2021-04-24,2011
2005508,1001586,2021-05-02,2001
2005509,1001587,2021-04-17,2001
2005510,1001588,2021-04-13,2002
2005511,1001589,2021-04-13,2011
2005512,1001590,2021-04-13,2010
2005513,1001591,2021-04-14,2009
2005514,1001592,2021-04-15,2009
2005515,1001593,2021-05-10,2009
2005516,1001594,2021-04-22,2008
2005517,1001595,2021-04-30,2011
2005518,1001596,2021-04-15,2003
2005519,1001597,2021-04-12,2011
2005520,1001598,2021-04-12,2010
2005521,1001599,2021-04-12,2011
2005522,1001600,2021-04-13,2015
2005523,1001601,2021-04-14,2011
2005524,1001602,2021-05-09,2014
2005525,1001603,2021-04-20,2015
2005526,1001604,2021-04-28,2011
2005527,1001605,2021-04-13,2011
2005528,1001606,2021-04-10,2009
2005529,1001607,2021-04-10,2008
2005530,1001608,2021-04-10,2015
2005531,1001609,2021-04-12,2015
2005532,1001610,2021-04-13,2008
2005533,1001611,2021-05-08,2011
2005534,1001612,2021-04-20,2011
2005535,1001613,2021-04-28,2009
2005536,1001614,2021-04-13,2008
2005537,1001615,2021-04-07,2015
2005538,1001616,2021-04-07,2011
2005539,1001617,2021-04-07,2013
2005540,1001618,2021-04-08,2010
2005541,1001619,2021-04-09,2011
2005542,1001620,2021-05-04,2011
2005543,1001621,2021-04-16,2010
2005544,1001622,2021-04-24,2015
2005545,1001623,2021-04-09,2015
2005546,1001624,2021-04-06,2015
2005547,1001625,2021-04-06,2003
2005548,1001626,2021-04-06,2007
2005549,1001627,2021-04-04,2009
2005550,1001628,2021-04-05,2010
2005551,1001629,2021-04-30,2015
2005552,1001630,2021-04-12,2009
2005553,1001631,2021-04-20,2009
2005554,1001632,2021-04-05,2013
2005555,1001633,2021-04-02,2002
2005556,1001634,2021-04-02,2010
2005557,1001635,2021-04-02,2015
2005558,1001636,2021-04-04,2015
2005559,1001637,2021-04-05,2009
2005560,1001638,2021-04-30,2008
2005561,1001639,2021-04-08,2010
2005562,1001640,2021-04-16,2010
2005563,1001641,2021-04-01,2010
2005564,1001642,2021-03-29,2013
2005565,1001643,2021-03-29,2002
2005566,1001644,2021-03-29,2015
2005567,1001645,2021-03-31,2015
2005568,1001646,2021-04-01,2011
2005569,1001647,2021-04-26,2008
2005570,1001648,2021-04-07,2015
2005572,1001650,2021-03-31,2015
2005573,1001651,2021-03-26,2011
2005583,1001661,2021-03-25,2001
2005585,1001663,2021-03-27,2015
2005588,1001666,2021-04-03,2011
2005589,1001667,2021-04-11,2002
2005591,1001669,2021-03-23,2001
2005595,1001673,2021-03-26,2015
2005618,1001696,2021-03-17,2015
2005619,1001697,2021-03-17,2011
2005620,1001698,2021-03-17,2008
2005621,1001699,2021-03-19,2006
2005624,1001702,2021-03-23,2015
2005625,1001703,2021-03-31,2003
2005626,1001704,2021-03-16,2008
2005627,1001705,2021-03-13,2012
2005628,1001706,2021-03-13,2011
2005629,1001707,2021-03-13,2008
2005630,1001708,2021-03-15,2008
2005631,1001709,2021-03-16,2011
2005632,1001710,2021-04-10,2015
2005633,1001711,2021-03-23,2015
2005634,1001712,2021-03-31,2015
2005635,1001713,2021-03-16,2011
2005636,1001714,2021-03-13,2002
2005637,1001715,2021-03-13,2010
2005638,1001716,2021-03-13,2010
2005639,1001717,2021-03-11,2011
2005640,1001718,2021-03-12,2012
2005641,1001719,2021-04-06,2001
2005642,1001720,2021-03-19,2015
2005643,1001721,2021-03-27,2011
2005644,1001722,2021-03-12,2008
2005645,1001723,2021-03-09,2008
2005646,1001724,2021-03-09,2015
2005647,1001725,2021-03-09,2001
2005648,1001726,2021-03-10,2015
2005649,1001727,2021-03-11,2002
2005650,1001728,2021-04-05,2013
2005651,1001729,2021-03-16,2011
2005652,1001730,2021-03-24,2009
2005653,1001731,2021-03-09,2008
2005662,1001740,2021-03-08,2002
2005663,1001741,2021-03-05,2011
2005664,1001742,2021-03-05,2008
2005665,1001743,2021-03-05,2002
2005666,1001744,2021-03-06,2002
2005667,1001745,2021-03-07,2011
2005668,1001746,2021-04-01,2011
2005669,1001747,2021-03-13,2002
2005670,1001748,2021-03-21,2015
2005671,1001749,2021-03-06,2011
2005672,1001750,2021-03-03,2011
2005673,1001751,2021-03-03,2011
2005674,1001752,2021-03-03,2001
2005675,1001753,2021-03-04,2010
2005676,1001754,2021-03-05,2008
2005677,1001755,2021-03-30,2011
2005678,1001756,2021-03-11,2011
2005679,1001757,2021-03-19,2008
2005680,1001758,2021-03-04,2011
2005681,1001759,2021-03-01,2011
2005682,1001760,2021-03-01,2002
2005683,1001761,2021-03-01,2009
2005684,1001762,2021-03-03,2001
2005685,1001763,2021-03-04,2010
2005686,1001764,2021-03-29,2002
2005687,1001765,2021-03-11,2006
2005688,1001766,2021-03-19,2001
2005689,1001767,2021-03-04,2008
2005690,1001768,2021-02-26,2003
2005691,1001769,2021-02-26,2011
2005692,1001770,2021-02-26,2011
2005693,1001771,2021-02-28,2001
2005694,1001772,2021-03-01,2013
2005695,1001773,2021-03-26,2011
2005696,1001774,2021-03-07,2010
2005697,1001775,2021-03-15,2001
2005698,1001776,2021-02-28,2011
2005699,1001777,2021-02-25,2002
2005700,1001778,2021-02-25,2001
2005701,1001779,2021-02-25,2014
2005702,1001780,2021-02-27,2011
2005703,1001781,2021-02-28,2011
2005704,1001782,2021-03-25,2001
2005705,1001783,2021-03-06,2011
2005706,1001784,2021-03-14,2001
2005707,1001785,2021-02-27,2002
2005708,1001786,2021-02-22,2001
2005709,1001787,2021-02-22,2006
2005710,1001788,2021-02-22,2011
2005711,1001789,2021-02-23,2011
2005712,1001790,2021-02-24,2013
2005713,1001791,2021-03-21,2013
2005714,1001792,2021-03-03,2011
2005715,1001793,2021-03-11,2015
2005716,1001794,2021-02-24,2010
2005717,1001795,2021-02-21,2001
2005718,1001796,2021-02-21,2007
2005719,1001797,2021-02-21,2014
2005720,1001798,2021-02-23,2002
2005721,1001799,2021-02-24,2010
2005722,1001800,2021-03-21,2011
2005723,1001801,2021-03-02,2002
2005724,1001802,2021-03-10,2011
2005725,1001803,2021-02-23,2002
2005726,1001804,2021-02-18,2002
2005727,1001805,2021-02-18,2001
2005728,1001806,2021-02-18,2001
2005729,1001807,2021-02-19,2001
2005730,1001808,2021-02-20,2013
2005731,1001809,2021-03-17,2011
2005732,1001810,2021-02-27,2001
2005733,1001811,2021-03-07,2001
2005734,1001812,2021-02-20,2011
2005735,1001813,2021-02-17,2012
2005736,1001814,2021-02-17,2002
2005737,1001815,2021-02-17,2007
2005738,1001816,2021-02-18,2014
2005739,1001817,2021-02-19,2001
2005740,1001818,2021-03-16,2011
2005741,1001819,2021-02-26,2015
2005742,1001820,2021-03-06,2011
2005743,1001821,2021-02-19,2005
2005744,1001822,2021-02-14,2002
2005745,1001823,2021-02-14,2010
2005746,1001824,2021-02-14,2001
2005747,1001825,2021-02-16,2011
2005748,1001826,2021-02-17,2015
2005749,1001827,2021-03-14,2011
2005750,1001828,2021-02-23,2011
2005751,1001829,2021-03-03,2011
2005752,1001830,2021-02-16,2002
2005753,1001831,2021-02-12,2001
2005754,1001832,2021-02-12,2011
2005755,1001833,2021-02-12,2007
2005756,1001834,2021-02-13,2006
2005757,1001835,2021-02-14,2011
2005758,1001836,2021-03-11,2008
2005759,1001837,2021-02-21,2006
2005760,1001838,2021-03-01,2006
2005761,1001839,2021-02-14,2010
2005762,1001840,2021-02-11,2012
2005763,1001841,2021-02-11,2005
2005764,1001842,2021-02-11,2001
2005765,1001843,2021-02-12,2010
2005766,1001844,2021-02-13,2011
2005767,1001845,2021-03-10,2011
2005768,1001846,2021-02-19,2010
2005769,1001847,2021-02-27,2006
2005770,1001848,2021-02-12,2001
2005771,1001849,2021-02-08,2001
2005772,1001850,2021-02-08,2007
2005773,1001851,2021-02-08,2014
2005774,1001852,2021-02-09,2008
2005775,1001853,2021-02-10,2005
2005776,1001854,2021-03-07,2001
2005777,1001855,2021-02-16,2011
2005778,1001856,2021-02-24,2011
2005779,1001857,2021-02-09,2014
2005780,1001858,2021-02-05,2006
2005781,1001859,2021-02-05,2005
2005782,1001860,2021-02-05,2005
2005783,1001861,2021-02-05,2002
2005784,1001862,2021-02-06,2011
2005785,1001863,2021-03-03,2013
2005786,1001864,2021-02-11,2007
2005787,1001865,2021-02-19,2001
2005788,1001866,2021-02-04,2008
2005789,1001867,2021-02-01,2015
2005790,1001868,2021-02-01,2007
2005791,1001869,2021-02-01,2007
2005792,1001870,2021-02-01,2014
2005793,1001871,2021-02-02,2001
2005794,1001872,2021-02-02,2011
2005795,1001873,2021-01-31,2008
2005796,1001874,2021-01-31,2010
2005797,1001875,2021-01-31,2012
2005798,1001876,2021-01-30,2006
2005799,1001877,2021-01-30,2005
2005800,1001878,2021-01-30,2005
2005801,1001879,2021-01-29,2002
2005802,1001880,2021-01-29,2011
2005803,1001881,2021-01-29,2011
2005804,1001882,2021-01-27,2006
2005805,1001883,2021-01-27,2001
2005806,1001884,2021-01-27,2001
2005807,1001885,2021-01-25,2005
2005808,1001886,2021-01-25,2015
2005809,1001887,2021-01-25,2007
2005810,1001888,2021-01-20,2011
2005811,1001889,2021-01-20,2001
2005812,1001890,2021-01-20,2010
2005813,1001891,2021-01-15,2012
2005814,1001892,2021-01-15,2014
2005815,1001893,2021-01-15,2001
2005816,1002711,2021-11-01,2015
2005817,1002712,2021-11-02,2015
2005818,1002713,2021-11-11,2004
2005819,1002714,2021-11-12,2015
2005820,1002715,2021-11-19,2014
2005821,1002716,2021-11-20,2006
2005822,1002717,2021-11-21,2006
2005823,1002718,2021-11-22,2012
2005824,1002719,2021-11-23,2011
2005825,1002720,2021-11-24,2015
2005826,1002721,2021-12-08,2015
2005827,1002722,2021-12-09,2015
2005828,1002723,2021-12-10,2012
2005829,1002724,2021-12-11,2011
2005830,1002725,2021-12-12,2011
2005831,1002726,2021-12-13,2011
2005832,1002727,2021-12-28,2015
2005833,1002728,2021-12-29,2002
2005834,1002729,2021-12-30,2006
2005835,1002730,2021-12-10,2012
2005836,1002731,2021-11-11,2012
2005837,1002732,2021-11-01,2012
2005838,1002733,2021-11-06,2012
2005839,1002734,2021-11-11,2015
2005840,1002735,2021-11-16,2015
2005841,1002736,2021-11-21,2006
2005842,1002737,2021-11-26,2012
2005843,1002738,2021-11-26,2012
2005844,1002739,2021-12-05,2012
2005845,1002740,2021-12-10,2015
2005846,1002741,2021-12-15,2015
2005847,1002742,2021-12-20,2015
2005848,1002743,2021-12-25,2012
2005849,1002744,2021-12-30,2012
2005850,1002745,2021-12-28,2015
2005851,1002746,2021-12-24,2012
2005852,1002747,2021-12-20,2012
2005853,1002748,2021-12-16,2012
2005854,1002749,2021-12-12,2015
2005855,1002750,2021-12-08,2015
2005856,1002751,2021-12-12,2012
2005857,1002752,2021-11-30,2012
2005858,1002753,2021-11-27,2012
2005859,1002754,2021-11-23,2012
2005860,1002755,2021-11-19,2012
2005861,1002756,2021-11-15,2007
2005862,1002757,2021-11-11,2007
2005863,1002758,2021-11-07,2012
2005864,1002759,2021-11-11,2012
2005865,1002760,2021-12-28,2015
2005866,1002761,2021-12-24,2012
2005867,1002762,2021-12-20,2012
2005868,1002763,2021-12-16,2012
2005869,1002764,2021-12-12,2012
2005870,1002765,2021-12-08,2012
2005871,1002766,2021-12-12,2012
2005872,1002767,2021-11-30,2015
2005873,1002768,2021-11-27,2012
2005874,1002769,2021-11-23,2015
2005875,1002770,2021-11-19,2015
2005876,1002771,2021-11-15,2008
2005877,1002772,2021-11-11,2012
2005878,1002773,2021-11-07,2012
2005879,1002774,2021-11-11,2012
2005880,1002775,2021-12-28,2012
2005881,1002776,2021-12-24,2012
2005882,1002777,2021-12-20,2012
2005883,1002778,2021-12-16,2012
2005884,1002779,2021-12-12,2012
2005885,1002780,2021-12-08,2012
2005886,1002781,2021-12-12,2015
2005887,1002782,2021-11-30,2008
2005888,1002783,2021-11-27,2012
2005889,1002784,2021-11-23,2002
2005890,1002785,2021-11-19,2012
2005891,1002786,2021-11-15,2012
2005892,1002787,2021-11-11,2001
2005893,1002788,2021-11-07,2015
2005894,1002789,2021-11-11,2015
2005895,1002790,2021-12-28,2003
2005896,1002791,2021-12-24,2001
2005897,1002792,2021-12-20,2012
2005898,1002793,2021-12-16,2012
2005899,1002794,2021-12-12,2008
2005900,1002795,2021-12-08,2008
2005901,1002796,2021-12-12,2008
2005902,1002797,2021-11-30,2008
2005903,1002798,2021-11-27,2012
2005904,1002799,2021-11-23,2012
2005905,1002800,2021-11-19,2002
2005906,1002801,2021-11-15,2012
2005907,1002802,2021-11-11,2012
2005908,1002803,2021-11-07,2001
2005909,1002804,2021-11-11,2001
2005910,1002805,2021-12-28,2001
2005911,1002806,2021-12-24,2001
2005912,1002807,2021-12-20,2008
2005913,1002808,2021-12-16,2001
2005914,1002809,2021-12-12,2001
2005915,1002810,2021-12-08,2013
2005916,1002811,2021-12-12,2013
2005917,1002812,2021-11-30,2012
2005918,1002813,2021-11-27,2012
2005919,1002814,2021-11-23,2003
2005920,1002815,2021-11-19,2002
2005921,1002816,2021-11-15,2002
2005922,1002817,2021-11-11,2001
2005923,1002818,2021-11-07,2001
2005924,1002819,2021-11-11,2009
2005925,1002820,2021-12-28,2012
2005926,1002821,2021-12-24,2005
2005927,1002822,2021-12-20,2005
2005928,1002823,2021-12-16,2002
2005929,1002824,2021-12-12,2009
2005930,1002825,2021-12-08,2012
2005931,1002826,2021-12-12,2002
2005932,1002827,2021-11-30,2002
2005933,1002828,2021-11-27,2012
2005934,1002829,2021-11-23,2009
2005935,1002830,2021-11-19,2001
2005936,1002831,2021-11-15,2001
2005937,1002832,2021-11-11,2002
2005938,1002833,2021-11-07,2002
2005939,1002834,2021-11-11,2002
2005940,1002835,2021-12-28,2009
2005941,1002836,2021-12-24,2012
2005942,1002837,2021-12-20,2012
2005943,1002838,2021-12-16,2002
2005944,1002839,2021-12-12,2002
2005945,1002840,2021-12-08,2002
2005946,1002841,2021-12-12,2012
2005947,1002842,2021-11-30,2012
2005948,1002843,2021-11-27,2012
2005949,1002844,2021-11-23,2012
2005950,1002845,2021-11-19,2012
2005951,1002846,2021-11-15,2012
2005952,1002847,2021-11-11,2012
2005953,1002848,2021-11-07,2012
2005954,1002849,2021-11-11,2003
2005955,1002850,2021-12-28,2003
2005956,1002851,2021-12-24,2002
2005957,1002852,2021-12-20,2002
2005958,1002853,2021-12-16,2013
2005959,1002854,2021-12-12,2006
2005960,1002855,2021-12-08,2006
2005961,1002856,2021-12-12,2010
2005962,1002857,2021-11-30,2010
2005963,1002858,2021-11-27,2002
2005964,1002859,2021-11-23,2003
2005965,1002860,2021-11-19,2006
2005966,1002861,2021-11-15,2003
2005967,1002862,2021-11-11,2011
2005968,1002863,2021-11-07,2012
2005969,1002864,2021-11-11,2012
2005970,1002865,2021-12-28,2012
2005971,1002866,2021-12-24,2012
2005972,1002867,2021-12-20,2012
2005973,1002868,2021-12-16,2012
2005974,1002869,2021-12-12,2012
2005975,1002870,2021-12-08,2003
2005976,1002871,2021-12-12,2002
2005977,1002872,2021-11-30,2003
2005978,1002873,2021-11-27,2003
2005979,1002874,2021-11-23,2003
2005980,1002875,2021-11-19,2003
2005981,1002876,2021-11-15,2003
2005982,1002877,2021-11-11,2012
2005983,1002878,2021-11-07,2004
2005984,1002879,2021-11-11,2012
2005985,1002880,2021-12-28,2012
2005986,1002881,2021-12-24,2012
2005987,1002882,2021-12-20,2012
2005988,1002883,2021-12-16,2012
2005989,1002884,2021-12-12,2007
2005990,1002885,2021-12-08,2007
2005991,1002886,2021-12-12,2011
2005992,1002887,2021-11-30,2011
2005993,1002888,2021-11-27,2011
2005994,1002889,2021-11-23,2005
2005995,1002890,2021-11-19,2012
2005996,1002891,2021-11-15,2012
2005997,1002892,2021-11-11,2007
2005998,1002893,2021-11-07,2011
2005999,1002894,2021-11-11,2003
2006000,1002895,2021-11-01,2012
2006001,1002896,2021-11-02,2012
2006002,1002897,2021-11-11,2012
2006003,1002898,2021-11-12,2007
2006004,1002899,2021-11-19,2004
2006005,1002900,2021-11-20,2012
2006006,1002901,2021-11-21,2012
2006007,1002902,2021-11-22,2012
2006008,1002903,2021-11-23,2012
2006009,1002904,2021-11-24,2012
2006010,1002905,2021-12-08,2012
2006011,1002906,2021-12-09,2012
2006012,1002907,2021-12-10,2012
2006013,1002908,2021-12-11,2012
2006014,1002909,2021-12-12,2012
2006015,1002910,2021-12-13,2012
2006016,1002911,2021-12-28,2012
2006017,1002912,2021-12-29,2012
2006018,1002913,2021-12-30,2012
2006019,1002914,2021-12-10,2012
2006020,1002915,2021-11-11,2005
2006021,1002916,2021-11-01,2012
2006022,1002917,2021-11-06,2007
2006023,1002918,2021-11-11,2004
2006024,1002919,2021-11-16,2004
2006025,1002920,2021-11-21,2006
2006026,1002921,2021-11-26,2005
2006027,1002922,2021-11-30,2008
2006028,1002923,2021-12-05,2008
2006029,1002924,2021-12-10,2012
2006030,1002925,2021-12-15,2012
2006031,1002926,2021-12-20,2006
2006032,1002927,2021-12-25,2012
2006033,1002928,2021-12-30,2002
2006034,1002929,2021-11-01,2011
2006035,1002930,2021-11-02,2004
2006036,1002931,2021-11-11,2012
2006037,1002932,2021-11-12,2002
2006038,1002933,2021-11-19,2005
2006039,1002934,2021-11-20,2004
2006040,1002935,2021-11-21,2012
2006041,1002936,2021-11-22,2012
2006042,1002937,2021-11-23,2008
2006043,1002938,2021-11-24,2001
2006044,1002939,2021-12-08,2008
2006045,1002940,2021-12-09,2012
2006046,1002941,2021-12-10,2013
2006047,1002942,2021-12-11,2012
2006048,1002943,2021-12-12,2012
2006049,1002944,2021-12-13,2012
2006050,1002945,2021-12-28,2011
2006051,1002946,2021-12-29,2013
2006052,1002947,2021-12-30,2013
2006053,1002948,2021-12-10,2006
2006054,1002949,2021-11-11,2013
2006055,1002950,2021-11-01,2011
2006056,1002951,2021-11-06,2011
2006057,1002952,2021-11-11,2005
2006058,1002953,2021-11-16,2013
2006059,1002954,2021-11-21,2005
2006060,1002955,2021-11-26,2009
2006061,1002956,2021-11-30,2003
2006062,1002957,2021-12-05,2009
2006063,1002958,2021-12-10,2009
2006064,1002959,2021-12-15,2013
2006065,1002960,2021-12-20,2013
2006066,1002961,2021-12-25,2009
2006067,1002962,2021-12-30,2011
2006068,1002963,2021-12-30,2011
2006069,1002964,2021-12-30,2013
2006070,1002965,2021-12-30,2013
2006071,1002966,2021-12-30,2006
2006072,1002967,2021-12-30,2012
2006073,1002968,2021-12-30,2012
2006074,1002969,2021-12-29,2013
2006075,1002970,2021-12-29,2003
2006076,1002971,2021-12-29,2013
2006077,1002972,2021-12-28,2012
2006078,1002973,2021-12-28,2012
2006079,1002974,2021-12-28,2013
2006080,1002975,2021-12-28,2006
2006081,1002976,2021-12-28,2013
2006082,1002977,2021-12-28,2013
2006083,1002978,2021-12-28,2013
2006084,1002979,2021-12-28,2009
2006085,1002980,2021-12-28,2013
2006086,1002981,2021-12-28,2013
2006087,1002982,2021-12-28,2013
2006088,1002983,2021-12-28,2012
2006089,1002984,2021-12-25,2012
2006090,1002985,2021-12-25,2012
2006091,1002986,2021-12-25,2012
2006092,1002987,2021-12-24,2013
2006093,1002988,2021-12-24,2009
2006094,1002989,2021-12-24,2008
2006095,1002990,2021-12-24,2012
2006096,1002991,2021-12-24,2012
2006097,1002992,2021-12-24,2012
2006098,1002993,2021-12-24,2012
2006099,1002994,2021-12-24,2007
2006100,1002995,2021-12-24,2006
2006101,1002996,2021-12-20,2013
2006102,1002997,2021-12-20,2013
2006103,1002998,2021-12-20,2010
2006104,1002999,2021-12-20,2013
2006105,1003000,2021-12-20,2004
2006106,1003001,2021-12-20,2013
2006107,1003002,2021-12-20,2013
2006108,1003003,2021-12-20,2010
2006109,1003004,2021-12-20,2010
2006110,1003005,2021-12-20,2010
2006111,1003006,2021-12-20,2013
2006112,1003007,2021-12-20,2010
2006113,1003008,2021-12-16,2012
2006114,1003009,2021-12-16,2012
2006115,1003010,2021-12-16,2013
2006116,1003011,2021-12-16,2013
2006117,1003012,2021-12-16,2013
2006118,1003013,2021-12-16,2013
2006119,1003014,2021-12-16,2013
2006120,1003015,2021-12-16,2012
2006121,1003016,2021-12-16,2010
2006122,1003017,2021-12-15,2007
2006123,1003018,2021-12-15,2014
2006124,1003019,2021-12-15,2014
2006125,1003020,2021-12-13,2013
2006126,1003021,2021-12-13,2013
2006127,1003022,2021-12-13,2013
2006128,1003023,2021-12-12,2013
2006129,1003024,2021-12-12,2013
2006130,1003025,2021-12-12,2012
2006131,1003026,2021-12-12,2012
2006132,1003027,2021-12-12,2013
2006133,1003028,2021-12-12,2013
2006134,1003029,2021-12-12,2009
2006135,1003030,2021-12-12,2013
2006136,1003031,2021-12-12,2010
2006137,1003032,2021-12-12,2011
2006138,1003033,2021-12-12,2011
2006139,1003034,2021-12-12,2013
2006140,1003035,2021-12-11,2004
2006141,1003036,2021-12-11,2013
2006142,1003037,2021-12-11,2013
2006143,1003038,2021-12-10,2013
2006144,1003039,2021-12-10,2009
2006145,1003040,2021-12-10,2004
2006146,1003041,2021-12-10,2011
2006147,1003042,2021-12-10,2005
2006148,1003043,2021-12-10,2013
2006149,1003044,2021-12-10,2008
2006150,1003045,2021-12-10,2007
2006151,1003046,2021-12-10,2007
2006152,1003047,2021-12-09,2007
2006153,1003048,2021-12-09,2007
2006154,1003049,2021-12-09,2007
2006155,1003050,2021-12-08,2013
2006156,1003051,2021-12-08,2011
2006157,1003052,2021-12-08,2013
2006158,1003053,2021-12-08,2013
2006159,1003054,2021-12-08,2013
2006160,1003055,2021-12-08,2013
2006161,1003056,2021-12-08,2013
2006162,1003057,2021-12-08,2011
2006163,1003058,2021-12-08,2011
2006164,1003059,2021-12-08,2011
2006165,1003060,2021-12-08,2004
2006166,1003061,2021-12-08,2008
2006167,1003062,2021-12-05,2013
2006168,1003063,2021-12-05,2004
2006169,1003064,2021-12-05,2013
2006170,1003065,2021-12-12,2004
2006171,1003066,2021-12-12,2003
2006172,1003067,2021-12-12,2001
2006173,1003068,2021-12-12,2013
2006174,1003069,2021-12-12,2003
2006175,1003070,2021-12-12,2003
2006176,1003071,2021-12-12,2013
2006177,1003072,2021-12-12,2003
2006178,1003073,2021-12-12,2003
2006179,1003074,2021-11-30,2001
2006180,1003075,2021-11-30,2014
2006181,1003076,2021-11-30,2011
2006182,1003077,2021-11-30,2011
2006183,1003078,2021-11-30,2008
2006184,1003079,2021-11-30,2008
2006185,1003080,2021-11-30,2008
2006186,1003081,2021-11-30,2011
2006187,1003082,2021-11-30,2011
2006188,1003083,2021-11-30,2011
2006189,1003084,2021-11-30,2006
2006190,1003085,2021-11-30,2013
2006191,1003086,2021-11-27,2008
2006192,1003087,2021-11-27,2003
2006193,1003088,2021-11-27,2003
2006194,1003089,2021-11-27,2014
2006195,1003090,2021-11-27,2014
2006196,1003091,2021-11-27,2014
2006197,1003092,2021-11-27,2014
2006198,1003093,2021-11-27,2014
2006199,1003094,2021-11-27,2014
2006200,1003095,2021-11-26,2011
2006201,1003096,2021-11-26,2014
2006202,1003097,2021-11-26,2014
2006203,1003098,2021-11-24,2014
2006204,1003099,2021-11-24,2014
2006205,1003100,2021-11-24,2015
2006206,1003101,2021-11-23,2014
2006207,1003102,2021-11-23,2014
2006208,1003103,2021-11-23,2009
