mem_no,gender,age,addr,join_date
1002350,women,44,Gyeonggi,2021-02-28
1002351,man,44,Gangwon,2021-03-01
1002352,man,40,Busan,2021-03-02
1002353,man,48,Daejeon,2021-03-03
1002354,women,20,Jeju,2021-03-04
1002355,man,22,Daejeon,2021-03-19
1002356,women,39,Daegu,2021-03-20
1002357,women,33,Jeju,2021-03-21
1002358,man,33,Daejeon,2021-03-22
1002359,man,32,Daegu,2021-03-23
1002360,man,31,Gwangju,2021-03-24
1002361,women,49,Incheon,2021-04-08
1002362,man,40,Incheon,2021-04-09
1002363,women,40,Incheon,2021-04-10
1002364,women,55,Gwangju,2021-04-11
1002365,man,55,Incheon,2021-04-12
1002366,man,50,Incheon,2021-04-13
1002367,man,58,Incheon,2021-04-28
1002368,women,59,Seoul,2021-04-29
1002369,man,54,Gyeonggi,2021-04-30
1002370,women,53,Seoul,2021-05-01
1002371,women,52,Seoul,2021-05-02
1002372,man,51,Gyeonggi,2021-05-03
1002373,man,50,Gangwon,2021-05-18
1002374,man,50,Busan,2021-05-19
1002375,women,40,Daejeon,2021-05-20
1002376,man,40,Jeju,2021-05-21
1002377,women,44,Daejeon,2021-05-22
1002378,women,44,Daegu,2021-05-23
1002379,man,43,Gwangju,2021-06-07
1002380,man,42,Incheon,2021-06-08
1002381,man,22,Incheon,2021-06-09
1002382,women,22,Incheon,2021-05-10
1002383,man,30,Seoul,2021-04-10
1002384,women,30,Gyeonggi,2021-03-11
1002385,women,33,Seoul,2021-02-09
1002386,man,33,Seoul,2021-01-10
1002387,man,30,Gyeonggi,2021-01-15
1002388,man,41,Gangwon,2021-01-20
1002389,women,40,Busan,2021-01-25
1002390,man,40,Daejeon,2021-01-30
1002391,women,55,Jeju,2021-02-04
1002392,women,55,Daejeon,2021-02-09
1002393,man,50,Daegu,2021-02-14
1002394,man,58,Jeju,2021-02-19
1002395,man,59,Daejeon,2021-02-24
1002396,women,50,Daegu,2021-03-01
1002397,man,50,Gwangju,2021-03-06
1002398,women,50,Incheon,2021-03-11
1002399,women,50,Incheon,2021-03-16
1002400,man,54,Incheon,2021-03-21
1002401,man,54,Gwangju,2021-03-26
1002402,man,44,Incheon,2021-03-31
1002403,women,44,Incheon,2021-04-05
1002404,man,40,Incheon,2021-04-10
1002405,women,48,Seoul,2021-04-15
1002406,women,49,Gyeonggi,2021-04-20
1002407,man,40,Seoul,2021-04-25
1002408,man,22,Seoul,2021-04-30
1002409,man,22,Gyeonggi,2021-05-05
1002410,women,38,Gangwon,2021-05-10
1002411,man,39,Busan,2021-05-15
1002412,man,22,Gwangju,2021-01-22
1002413,women,21,Incheon,2021-02-12
1002414,women,30,Incheon,2021-01-24
1002415,man,30,Incheon,2021-02-14
1002416,man,30,Seoul,2021-01-26
1002417,man,30,Gyeonggi,2021-02-16
1002418,women,33,Seoul,2021-01-28
1002419,man,40,Seoul,2021-02-18
1002420,women,44,Gyeonggi,2021-01-30
1002421,women,44,Gangwon,2021-02-20
1002422,man,53,Busan,2021-02-01
1002423,man,52,Daejeon,2021-02-22
1002424,man,51,Jeju,2021-02-03
1002425,women,50,Daejeon,2021-02-24
1002426,man,50,Daegu,2021-02-05
1002427,women,55,Gwangju,2021-02-06
1002428,women,55,Incheon,2021-02-07
1002429,man,50,Incheon,2021-02-08
1002430,man,58,Incheon,2021-02-09
1002431,man,59,Seoul,2021-02-10
1002432,women,50,Gyeonggi,2021-02-11
1002433,man,40,Seoul,2021-02-12
1002434,women,48,Seoul,2021-02-27
1002435,women,49,Gyeonggi,2021-02-28
1002436,man,43,Gangwon,2021-03-01
1002437,man,42,Busan,2021-03-02
1002438,man,41,Daejeon,2021-03-03
1002439,women,20,Jeju,2021-03-04
1002440,man,20,Daejeon,2021-03-19
1002441,women,33,Daegu,2021-03-20
1002442,women,33,Jeju,2021-03-21
1002443,man,32,Daejeon,2021-03-22
1002444,man,31,Daegu,2021-03-23
1002445,man,30,Gwangju,2021-03-24
1002446,women,40,Incheon,2021-04-08
1002447,man,40,Incheon,2021-04-09
1002448,women,44,Incheon,2021-04-10
1002449,women,50,Gwangju,2021-04-11
1002450,man,55,Incheon,2021-04-12
1002451,man,55,Incheon,2021-04-13
1002452,man,50,Incheon,2021-04-28
1002453,women,58,Seoul,2021-04-29
1002454,man,59,Gyeonggi,2021-04-30
1002455,women,53,Seoul,2021-05-01
1002456,women,52,Seoul,2021-05-02
1002457,man,51,Gyeonggi,2021-05-03
1002458,man,50,Gangwon,2021-05-18
1002459,man,50,Busan,2021-05-19
1002460,women,44,Daejeon,2021-05-20
1002461,man,40,Jeju,2021-05-21
1002462,women,48,Daejeon,2021-05-22
1002463,women,49,Daegu,2021-05-23
1002464,man,40,Gwangju,2021-06-07
1002465,man,40,Incheon,2021-06-08
1002466,man,22,Incheon,2021-06-09
1002467,women,22,Incheon,2021-05-10
1002468,man,30,Seoul,2021-04-10
1002469,women,33,Gyeonggi,2021-03-11
1002470,women,33,Seoul,2021-02-09
1002471,man,30,Seoul,2021-01-10
1002472,man,38,Gyeonggi,2021-01-15
1002473,man,40,Gangwon,2021-01-20
1002474,women,40,Busan,2021-01-25
1002475,man,40,Daejeon,2021-01-30
1002476,women,55,Jeju,2021-02-04
1002477,women,55,Daejeon,2021-02-09
1002478,man,50,Daegu,2021-02-14
1002479,man,58,Jeju,2021-02-19
1002480,man,59,Daejeon,2021-02-24
1002481,women,50,Daegu,2021-03-01
1002482,man,50,Gwangju,2021-03-06
1002483,women,50,Incheon,2021-03-11
1002484,women,50,Incheon,2021-03-16
1002485,man,50,Incheon,2021-03-21
1002486,man,50,Gwangju,2021-03-26
1002487,man,40,Incheon,2021-03-31
1002488,women,44,Incheon,2021-04-05
1002489,man,44,Incheon,2021-04-10
1002490,women,43,Seoul,2021-04-15
1002491,women,42,Gyeonggi,2021-04-20
1002492,man,41,Seoul,2021-04-25
1002493,man,20,Seoul,2021-04-30
1002494,man,28,Gyeonggi,2021-05-05
1002495,women,39,Gangwon,2021-05-10
1002496,man,30,Busan,2021-05-15
1002497,women,30,Gwangju,2020-09-27
1002498,women,33,Gwangju,2020-09-27
1002499,women,33,Gwangju,2020-09-27
1002500,women,30,Gwangju,2020-09-27
1002501,women,38,Gwangju,2020-09-27
1002502,man,39,Incheon,2020-09-23
1002503,man,33,Incheon,2020-09-23
1002504,man,32,Incheon,2020-09-23
1002505,man,31,Incheon,2020-09-23
1002506,man,30,Incheon,2020-09-23
1002507,man,30,Incheon,2020-09-22
1002508,man,33,Incheon,2020-09-22
1002509,man,33,Incheon,2020-09-22
1002510,man,30,Incheon,2020-09-22
1002511,man,38,Incheon,2020-09-22
1002512,women,39,Incheon,2020-09-19
1002513,women,30,Incheon,2020-09-19
1002514,women,30,Incheon,2020-09-19
1002515,women,30,Incheon,2020-09-19
1002516,women,30,Incheon,2020-09-19
1002517,man,29,Incheon,2020-09-17
1002518,man,25,Incheon,2020-09-17
1002519,man,23,Incheon,2020-09-17
1002520,man,23,Incheon,2020-09-17
1002521,man,23,Incheon,2020-09-17
1002522,women,30,Incheon,2020-09-15
1002523,women,30,Incheon,2020-09-15
1002524,women,33,Incheon,2020-09-15
1002525,women,33,Incheon,2020-09-15
1002526,women,33,Incheon,2020-09-15
1002527,man,24,Incheon,2020-09-12
1002528,man,20,Incheon,2020-09-12
1002529,man,22,Incheon,2020-09-12
1002530,man,22,Incheon,2020-09-12
1002531,man,22,Incheon,2020-09-12
1002532,man,40,Seoul,2020-09-11
1002533,man,40,Seoul,2020-09-11
1002534,man,44,Seoul,2020-09-11
1002535,man,44,Seoul,2020-09-11
1002536,man,40,Seoul,2020-09-11
1002537,women,48,Gwangju,2020-09-07
1002538,man,49,Gyeonggi,2020-09-07
1002539,women,40,Gwangju,2020-09-07
1002540,man,40,Gyeonggi,2020-09-07
1002541,women,44,Gwangju,2020-09-07
1002542,man,44,Gyeonggi,2020-09-07
1002543,women,44,Gwangju,2020-09-07
1002544,man,44,Gyeonggi,2020-09-07
1002545,women,43,Gwangju,2020-09-07
1002546,man,42,Gyeonggi,2020-09-07
1002547,man,41,Seoul,2020-09-03
1002548,man,40,Seoul,2020-09-03
1002549,man,40,Seoul,2020-09-03
1002550,man,44,Seoul,2020-09-03
1002551,man,44,Seoul,2020-09-03
1002552,women,40,Daegu,2020-09-02
1002553,women,48,Daegu,2020-09-02
1002554,women,49,Daegu,2020-09-02
1002555,women,40,Daegu,2020-09-02
1002556,women,40,Daegu,2020-09-02
1002557,women,54,Seoul,2020-08-30
1002558,women,54,Seoul,2020-08-30
1002559,women,53,Seoul,2020-08-30
1002560,man,28,Gyeonggi,2021-09-15
1002561,women,32,Gangwon,2021-09-16
1002562,man,31,Busan,2021-09-17
1002563,man,29,Gwangju,2021-09-18
1002564,women,22,Incheon,2021-09-19
1002565,women,30,Incheon,2021-09-20
1002566,man,30,Incheon,2021-09-21
1002567,man,33,Seoul,2021-09-22
1002568,man,33,Gyeonggi,2021-09-23
1002569,women,30,Seoul,2021-09-24
1002570,man,40,Seoul,2021-09-25
1002571,women,40,Gyeonggi,2021-09-26
1002572,women,40,Gangwon,2021-09-27
1002573,man,52,Busan,2021-09-28
1002574,man,51,Daejeon,2021-09-29
1002575,man,50,Jeju,2021-09-30
1002576,women,50,Daejeon,2021-10-01
1002577,man,55,Daegu,2021-10-02
1002578,women,55,Gwangju,2021-10-03
1002579,women,50,Incheon,2021-10-04
1002580,man,58,Incheon,2021-10-05
1002581,man,59,Incheon,2021-10-06
1002582,man,50,Seoul,2021-10-07
1002583,women,50,Gyeonggi,2021-10-08
1002584,man,40,Seoul,2021-10-09
1002585,women,44,Seoul,2021-10-10
1002586,women,44,Gyeonggi,2021-10-11
1002587,man,43,Gangwon,2021-10-12
1002588,man,42,Busan,2021-10-13
1002589,man,41,Daejeon,2021-10-14
1002590,women,22,Jeju,2021-10-15
1002591,man,22,Daejeon,2021-10-16
1002592,women,38,Daegu,2021-10-17
1002593,women,39,Jeju,2021-10-18
1002594,man,30,Daejeon,2021-10-19
1002595,man,30,Daegu,2021-10-20
1002596,man,33,Gwangju,2021-10-21
1002597,women,40,Incheon,2021-10-22
1002598,man,44,Incheon,2021-10-23
1002599,women,44,Incheon,2021-10-24
1002600,women,55,Gwangju,2021-09-16
1002601,man,55,Incheon,2021-09-17
1002602,man,54,Incheon,2021-09-18
1002603,man,54,Incheon,2021-09-19
1002604,women,53,Seoul,2021-09-20
1002605,man,52,Gyeonggi,2021-09-21
1002606,women,51,Seoul,2021-09-22
1002607,women,50,Seoul,2021-09-23
1002608,man,50,Gyeonggi,2021-09-24
1002609,man,55,Gangwon,2021-09-25
1002610,man,55,Busan,2021-09-26
1002611,women,40,Daejeon,2021-09-27
1002612,man,48,Jeju,2021-09-28
1002613,women,49,Daejeon,2021-09-29
1002614,women,40,Daegu,2021-09-30
1002615,man,40,Gwangju,2021-10-01
1002616,man,44,Incheon,2021-10-02
1002617,man,21,Incheon,2021-10-03
1002618,women,20,Incheon,2021-10-04
1002619,man,33,Seoul,2021-10-05
1002620,women,33,Gyeonggi,2021-10-06
1002621,women,33,Seoul,2021-10-07
1002622,man,33,Seoul,2021-10-08
1002623,man,32,Gyeonggi,2021-10-09
1002624,man,44,Gangwon,2021-10-10
1002625,women,44,Busan,2021-10-11
1002626,man,44,Daejeon,2021-10-12
1002627,women,50,Jeju,2021-10-13
1002628,women,58,Daejeon,2021-10-14
1002629,man,59,Daegu,2021-10-15
1002630,man,50,Jeju,2021-10-16
1002631,man,50,Daejeon,2021-10-17
1002632,women,50,Daegu,2021-10-18
1002633,man,50,Gwangju,2021-10-19
1002634,women,50,Incheon,2021-10-20
1002635,women,50,Incheon,2021-10-21
1002636,man,54,Incheon,2021-10-22
1002637,man,54,Gwangju,2021-10-23
1002638,man,43,Incheon,2021-10-24
1002639,women,42,Incheon,2021-10-25
1002640,man,41,Incheon,2021-09-17
1002641,women,40,Seoul,2021-09-18
1002642,women,40,Gyeonggi,2021-09-19
1002643,man,44,Seoul,2021-09-20
1002644,man,20,Seoul,2021-09-21
1002645,man,22,Gyeonggi,2021-09-22
1002646,women,31,Gangwon,2021-09-23
1002647,man,30,Busan,2021-09-24
1002648,women,30,Gwangju,2021-09-25
1002649,women,33,Gwangju,2021-09-26
1002650,women,33,Gwangju,2021-09-27
1002651,women,30,Gwangju,2021-09-28
1002652,women,38,Gwangju,2021-09-29
1002653,man,39,Incheon,2021-09-30
1002654,man,30,Incheon,2021-10-01
1002655,man,30,Incheon,2021-10-02
1002656,man,30,Incheon,2021-10-03
1002657,man,30,Incheon,2021-10-04
1002658,man,30,Incheon,2021-10-05
1002659,man,30,Incheon,2021-10-06
1002660,man,33,Incheon,2021-10-07
1002661,man,33,Incheon,2021-10-08
1002662,man,33,Incheon,2021-10-09
1002663,women,32,Incheon,2021-10-10
1002664,women,31,Incheon,2021-10-11
1002665,women,35,Incheon,2021-10-12
1002666,women,37,Incheon,2021-10-13
1002667,women,33,Incheon,2021-10-14
1002668,man,22,Incheon,2021-10-15
1002669,man,20,Incheon,2021-10-16
1002670,man,28,Incheon,2021-10-17
1002671,man,29,Incheon,2021-10-18
1002672,man,20,Incheon,2021-01-22
1002673,women,33,Incheon,2021-02-12
1002674,women,33,Incheon,2021-01-24
1002675,women,33,Incheon,2021-02-14
1002676,women,34,Incheon,2021-01-26
1002677,women,34,Incheon,2021-02-16
1002678,man,20,Incheon,2021-01-28
1002679,man,20,Incheon,2021-02-18
1002680,man,20,Incheon,2021-01-30
1002681,man,22,Incheon,2021-02-20
1002682,man,22,Incheon,2021-02-01
1002683,man,44,Seoul,2021-02-22
1002684,man,40,Seoul,2021-02-03
1002685,man,48,Seoul,2021-02-24
1002686,man,49,Seoul,2021-02-05
1002687,man,40,Seoul,2021-02-06
1002688,women,40,Gwangju,2021-02-07
1002689,man,40,Gyeonggi,2021-02-08
1002690,women,40,Gwangju,2021-02-09
1002691,man,40,Gyeonggi,2021-02-10
1002692,women,40,Gwangju,2021-02-11
1002693,man,44,Gyeonggi,2021-02-12
1002694,women,44,Gwangju,2021-02-27
1002695,man,43,Gyeonggi,2021-02-28
1002696,women,42,Gwangju,2021-03-01
1002697,man,41,Gyeonggi,2021-03-02
1002698,man,40,Seoul,2021-03-03
1002699,man,40,Seoul,2021-03-04
1002700,man,40,Seoul,2021-03-19
1002701,man,40,Seoul,2021-03-20
1002702,man,40,Seoul,2021-03-21
1002703,women,40,Daegu,2021-03-22
1002704,women,40,Daegu,2021-03-23
1002705,women,40,Daegu,2021-03-24
1002706,women,40,Daegu,2021-04-08
1002707,women,40,Daegu,2021-04-09
1002708,women,53,Seoul,2021-04-10
1002709,women,52,Seoul,2021-04-11
1002710,women,51,Seoul,2021-04-12
1002711,man,59,Gangwon,2021-11-01
1002712,man,50,Busan,2021-11-02
1002713,man,50,Daejeon,2021-11-11
1002714,women,29,Jeju,2021-11-12
1002715,man,22,Daejeon,2021-11-19
1002716,women,31,Daegu,2021-11-20
1002717,women,30,Jeju,2021-11-21
1002718,man,30,Daejeon,2021-11-22
1002719,man,33,Daegu,2021-11-23
1002720,man,33,Gwangju,2021-11-24
1002721,women,50,Incheon,2021-12-08
1002722,man,50,Incheon,2021-12-09
1002723,women,50,Incheon,2021-12-10
1002724,women,55,Gwangju,2021-12-11
1002725,man,55,Incheon,2021-12-12
1002726,man,50,Incheon,2021-12-13
1002727,man,58,Incheon,2021-12-28
1002728,women,59,Seoul,2021-12-29
1002729,man,50,Gyeonggi,2021-12-30
1002730,man,30,Seoul,2021-12-10
1002731,women,38,Gyeonggi,2021-11-11
1002732,women,55,Daegu,2021-11-01
1002733,man,55,Gwangju,2021-11-06
1002734,women,50,Incheon,2021-11-11
1002735,women,58,Incheon,2021-11-16
1002736,man,59,Incheon,2021-11-21
1002737,man,50,Gwangju,2021-11-26
1002738,man,50,Incheon,2021-11-26
1002739,women,55,Incheon,2021-12-05
1002740,man,55,Incheon,2021-12-10
1002741,women,50,Seoul,2021-12-15
1002742,women,58,Gyeonggi,2021-12-20
1002743,man,59,Seoul,2021-12-25
1002744,man,21,Seoul,2021-12-30
1002745,women,51,Incheon,2021-12-28
1002746,man,50,Incheon,2021-12-24
1002747,man,50,Incheon,2021-12-20
1002748,man,55,Seoul,2021-12-16
1002749,women,55,Gyeonggi,2021-12-12
1002750,man,50,Seoul,2021-12-08
1002751,women,58,Seoul,2021-12-12
1002752,women,51,Gyeonggi,2021-11-30
1002753,man,50,Gangwon,2021-11-27
1002754,man,50,Busan,2021-11-23
1002755,man,55,Daejeon,2021-11-19
1002756,women,55,Jeju,2021-11-15
1002757,man,50,Daejeon,2021-11-11
1002758,women,28,Daegu,2021-11-07
1002759,women,29,Gwangju,2021-11-11
1002760,women,60,Gyeonggi,2021-12-28
1002761,man,65,Seoul,2021-12-24
1002762,man,67,Seoul,2021-12-20
1002763,man,68,Gyeonggi,2021-12-16
1002764,women,69,Gangwon,2021-12-12
1002765,man,60,Busan,2021-12-08
1002766,women,64,Daejeon,2021-12-12
1002767,women,61,Jeju,2021-11-30
1002768,man,60,Daejeon,2021-11-27
1002769,man,60,Daegu,2021-11-23
1002770,man,60,Gwangju,2021-11-19
1002771,women,60,Incheon,2021-11-15
1002772,man,65,Incheon,2021-11-11
1002773,women,67,Incheon,2021-11-07
1002774,women,68,Seoul,2021-11-11
1002775,women,50,Incheon,2021-12-28
1002776,man,50,Incheon,2021-12-24
1002777,man,50,Incheon,2021-12-20
1002778,man,50,Seoul,2021-12-16
1002779,women,54,Gyeonggi,2021-12-12
1002780,man,54,Seoul,2021-12-08
1002781,women,53,Seoul,2021-12-12
1002782,women,54,Gyeonggi,2021-11-30
1002783,man,54,Gangwon,2021-11-27
1002784,man,51,Busan,2021-11-23
1002785,man,51,Daejeon,2021-11-19
1002786,women,52,Jeju,2021-11-15
1002787,man,50,Daejeon,2021-11-11
1002788,women,22,Daegu,2021-11-07
1002789,women,22,Gwangju,2021-11-11
1002790,women,61,Gyeonggi,2021-12-28
1002791,man,60,Seoul,2021-12-24
1002792,man,60,Seoul,2021-12-20
1002793,man,61,Gyeonggi,2021-12-16
1002794,women,60,Gangwon,2021-12-12
1002795,man,63,Busan,2021-12-08
1002796,women,61,Daejeon,2021-12-12
1002797,women,62,Jeju,2021-11-30
1002798,man,65,Daejeon,2021-11-27
1002799,man,60,Daegu,2021-11-23
1002800,man,65,Gwangju,2021-11-19
1002801,women,68,Incheon,2021-11-15
1002802,man,68,Incheon,2021-11-11
1002803,women,60,Incheon,2021-11-07
1002804,women,69,Seoul,2021-11-11
1002805,women,53,Incheon,2021-12-28
1002806,man,52,Incheon,2021-12-24
1002807,man,51,Incheon,2021-12-20
1002808,man,50,Seoul,2021-12-16
1002809,women,50,Gyeonggi,2021-12-12
1002810,man,55,Seoul,2021-12-08
1002811,women,55,Seoul,2021-12-12
1002812,women,50,Gyeonggi,2021-11-30
1002813,man,50,Gangwon,2021-11-27
1002814,man,50,Busan,2021-11-23
1002815,man,50,Daejeon,2021-11-19
1002816,women,50,Jeju,2021-11-15
1002817,man,50,Daejeon,2021-11-11
1002818,women,20,Daegu,2021-11-07
1002819,women,22,Gwangju,2021-11-11
1002820,women,60,Gyeonggi,2021-12-28
1002821,man,65,Seoul,2021-12-24
1002822,man,68,Seoul,2021-12-20
1002823,man,68,Gyeonggi,2021-12-16
1002824,women,60,Gangwon,2021-12-12
1002825,man,69,Busan,2021-12-08
1002826,women,63,Daejeon,2021-12-12
1002827,women,61,Jeju,2021-11-30
1002828,man,62,Daejeon,2021-11-27
1002829,man,65,Daegu,2021-11-23
1002830,man,60,Gwangju,2021-11-19
1002831,women,65,Incheon,2021-11-15
1002832,man,68,Incheon,2021-11-11
1002833,women,68,Incheon,2021-11-07
1002834,women,60,Seoul,2021-11-11
1002835,women,50,Incheon,2021-12-28
1002836,man,54,Incheon,2021-12-24
1002837,man,54,Incheon,2021-12-20
1002838,man,53,Seoul,2021-12-16
1002839,women,52,Gyeonggi,2021-12-12
1002840,man,51,Seoul,2021-12-08
1002841,women,50,Seoul,2021-12-12
1002842,women,54,Gyeonggi,2021-11-30
1002843,man,54,Gangwon,2021-11-27
1002844,man,51,Busan,2021-11-23
1002845,man,51,Daejeon,2021-11-19
1002846,women,52,Jeju,2021-11-15
1002847,man,50,Daejeon,2021-11-11
1002848,women,20,Daegu,2021-11-07
1002849,women,20,Gwangju,2021-11-11
1002850,women,61,Gyeonggi,2021-12-28
1002851,man,61,Seoul,2021-12-24
1002852,man,62,Seoul,2021-12-20
1002853,man,64,Gyeonggi,2021-12-16
1002854,women,64,Gangwon,2021-12-12
1002855,man,61,Busan,2021-12-08
1002856,women,61,Daejeon,2021-12-12
1002857,women,62,Jeju,2021-11-30
1002858,man,65,Daejeon,2021-11-27
1002859,man,68,Daegu,2021-11-23
1002860,man,68,Gwangju,2021-11-19
1002861,women,60,Incheon,2021-11-15
1002862,man,69,Incheon,2021-11-11
1002863,women,61,Incheon,2021-11-07
1002864,women,61,Seoul,2021-11-11
1002865,women,50,Incheon,2021-12-28
1002866,man,50,Incheon,2021-12-24
1002867,man,52,Incheon,2021-12-20
1002868,man,54,Seoul,2021-12-16
1002869,women,54,Gyeonggi,2021-12-12
1002870,man,51,Seoul,2021-12-08
1002871,women,51,Seoul,2021-12-12
1002872,women,50,Gyeonggi,2021-11-30
1002873,man,50,Gangwon,2021-11-27
1002874,man,50,Busan,2021-11-23
1002875,man,50,Daejeon,2021-11-19
1002876,women,50,Jeju,2021-11-15
1002877,man,50,Daejeon,2021-11-11
1002878,women,29,Daegu,2021-11-07
1002879,women,22,Gwangju,2021-11-11
1002880,women,65,Gyeonggi,2021-12-28
1002881,man,68,Seoul,2021-12-24
1002882,man,68,Seoul,2021-12-20
1002883,man,60,Gyeonggi,2021-12-16
1002884,women,69,Gangwon,2021-12-12
1002885,man,61,Busan,2021-12-08
1002886,women,61,Daejeon,2021-12-12
1002887,women,62,Jeju,2021-11-30
1002888,man,64,Daejeon,2021-11-27
1002889,man,64,Daegu,2021-11-23
1002890,man,61,Gwangju,2021-11-19
1002891,women,61,Incheon,2021-11-15
1002892,man,62,Incheon,2021-11-11
1002893,women,60,Incheon,2021-11-07
1002894,women,60,Seoul,2021-11-11
1002895,man,54,Gangwon,2021-11-01
1002896,man,51,Busan,2021-11-02
1002897,man,51,Daejeon,2021-11-11
1002898,women,20,Jeju,2021-11-12
1002899,man,20,Daejeon,2021-11-19
1002900,women,30,Daegu,2021-11-20
1002901,women,33,Jeju,2021-11-21
1002902,man,33,Daejeon,2021-11-22
1002903,man,33,Daegu,2021-11-23
1002904,man,32,Gwangju,2021-11-24
1002905,women,52,Incheon,2021-12-08
1002906,man,50,Incheon,2021-12-09
1002907,women,52,Incheon,2021-12-10
1002908,women,54,Gwangju,2021-12-11
1002909,man,54,Incheon,2021-12-12
1002910,man,51,Incheon,2021-12-13
1002911,man,51,Incheon,2021-12-28
1002912,women,52,Seoul,2021-12-29
1002913,man,50,Gyeonggi,2021-12-30
1002914,man,31,Seoul,2021-12-10
1002915,women,30,Gyeonggi,2021-11-11
1002916,women,50,Daegu,2021-11-01
1002917,man,50,Gwangju,2021-11-06
1002918,women,50,Incheon,2021-11-11
1002919,women,50,Incheon,2021-11-16
1002920,man,52,Incheon,2021-11-21
1002921,man,54,Gwangju,2021-11-26
1002922,man,54,Incheon,2021-11-30
1002923,women,54,Incheon,2021-12-05
1002924,man,51,Incheon,2021-12-10
1002925,women,51,Seoul,2021-12-15
1002926,women,52,Gyeonggi,2021-12-20
1002927,man,50,Seoul,2021-12-25
1002928,man,20,Seoul,2021-12-30
1002929,man,51,Gangwon,2021-11-01
1002930,man,51,Busan,2021-11-02
1002931,man,52,Daejeon,2021-11-11
1002932,women,20,Jeju,2021-11-12
1002933,man,20,Daejeon,2021-11-19
1002934,women,30,Daegu,2021-11-20
1002935,women,38,Jeju,2021-11-21
1002936,man,39,Daejeon,2021-11-22
1002937,man,33,Daegu,2021-11-23
1002938,man,32,Gwangju,2021-11-24
1002939,women,50,Incheon,2021-12-08
1002940,man,50,Incheon,2021-12-09
1002941,women,52,Incheon,2021-12-10
1002942,women,54,Gwangju,2021-12-11
1002943,man,54,Incheon,2021-12-12
1002944,man,51,Incheon,2021-12-13
1002945,man,51,Incheon,2021-12-28
1002946,women,52,Seoul,2021-12-29
1002947,man,50,Gyeonggi,2021-12-30
1002948,man,31,Seoul,2021-12-10
1002949,women,30,Gyeonggi,2021-11-11
1002950,women,52,Daegu,2021-11-01
1002951,man,50,Gwangju,2021-11-06
1002952,women,50,Incheon,2021-11-11
1002953,women,50,Incheon,2021-11-16
1002954,man,50,Incheon,2021-11-21
1002955,man,50,Gwangju,2021-11-26
1002956,man,50,Incheon,2021-11-30
1002957,women,50,Incheon,2021-12-05
1002958,man,52,Incheon,2021-12-10
1002959,women,54,Seoul,2021-12-15
1002960,women,54,Gyeonggi,2021-12-20
1002961,man,51,Seoul,2021-12-25
1002962,man,20,Seoul,2021-12-30
1002963,man,55,Gyeonggi,2021-12-30
1002964,man,25,Seoul,2021-12-30
1002965,man,55,Gyeonggi,2021-12-30
1002966,man,23,Seoul,2021-12-30
1002967,man,50,Gyeonggi,2021-12-30
1002968,man,23,Seoul,2021-12-30
1002969,women,58,Seoul,2021-12-29
1002970,women,59,Seoul,2021-12-29
1002971,women,50,Seoul,2021-12-29
1002972,man,50,Incheon,2021-12-28
1002973,women,69,Gyeonggi,2021-12-28
1002974,women,55,Incheon,2021-12-28
1002975,women,60,Gyeonggi,2021-12-28
1002976,women,55,Incheon,2021-12-28
1002977,women,60,Gyeonggi,2021-12-28
1002978,women,50,Incheon,2021-12-28
1002979,women,60,Gyeonggi,2021-12-28
1002980,women,58,Incheon,2021-12-28
1002981,women,60,Gyeonggi,2021-12-28
1002982,man,59,Incheon,2021-12-28
1002983,man,53,Incheon,2021-12-28
1002984,man,40,Seoul,2021-12-25
1002985,man,44,Seoul,2021-12-25
1002986,man,44,Seoul,2021-12-25
1002987,man,64,Seoul,2021-12-24
1002988,man,52,Incheon,2021-12-24
1002989,man,64,Seoul,2021-12-24
1002990,man,51,Incheon,2021-12-24
1002991,man,63,Seoul,2021-12-24
1002992,man,50,Incheon,2021-12-24
1002993,man,62,Seoul,2021-12-24
1002994,man,50,Incheon,2021-12-24
1002995,man,61,Seoul,2021-12-24
1002996,women,43,Gyeonggi,2021-12-20
1002997,man,60,Seoul,2021-12-20
1002998,man,55,Incheon,2021-12-20
1002999,man,60,Seoul,2021-12-20
1003000,man,55,Incheon,2021-12-20
1003001,man,65,Seoul,2021-12-20
1003002,man,50,Incheon,2021-12-20
1003003,man,66,Seoul,2021-12-20
1003004,man,58,Incheon,2021-12-20
1003005,man,60,Seoul,2021-12-20
1003006,women,42,Gyeonggi,2021-12-20
1003007,women,41,Gyeonggi,2021-12-20
1003008,man,68,Gyeonggi,2021-12-16
1003009,man,59,Seoul,2021-12-16
1003010,man,69,Gyeonggi,2021-12-16
1003011,man,50,Seoul,2021-12-16
1003012,man,60,Gyeonggi,2021-12-16
1003013,man,50,Seoul,2021-12-16
1003014,man,60,Gyeonggi,2021-12-16
1003015,man,50,Seoul,2021-12-16
1003016,man,65,Gyeonggi,2021-12-16
1003017,women,48,Seoul,2021-12-15
1003018,women,49,Seoul,2021-12-15
1003019,women,44,Seoul,2021-12-15
1003020,man,50,Incheon,2021-12-13
1003021,man,50,Incheon,2021-12-13
1003022,man,50,Incheon,2021-12-13
1003023,man,54,Incheon,2021-12-12
1003024,women,66,Gangwon,2021-12-12
1003025,women,54,Gyeonggi,2021-12-12
1003026,women,60,Gangwon,2021-12-12
1003027,women,53,Gyeonggi,2021-12-12
1003028,women,68,Gangwon,2021-12-12
1003029,women,52,Gyeonggi,2021-12-12
